2020-05-11 17:36:46 DEBUG [main] io.netty.util.internal.logging.InternalLoggerFactory.newDefaultFactory(47) | Using Log4J as the default logging framework
2020-05-11 17:36:47 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(110) | -Dio.netty.noKeySetOptimization: false
2020-05-11 17:36:47 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(111) | -Dio.netty.selectorAutoRebuildThreshold: 512
2020-05-11 17:36:47 DEBUG [main] io.netty.util.internal.PlatformDependent$Mpsc.<clinit>(819) | org.jctools-core.MpscChunkedArrayQueue: available
2020-05-11 17:36:47 DEBUG [main] io.netty.util.internal.JavassistTypeParameterMatcherGenerator.generate(82) | Generated: io.netty.util.internal.__matchers__.io.netty.buffer.ByteBufMatcher
2020-05-11 17:36:47 DEBUG [main] io.netty.util.internal.JavassistTypeParameterMatcherGenerator.generate(82) | Generated: io.netty.util.internal.__matchers__.java.lang.CharSequenceMatcher
2020-05-11 17:36:47 DEBUG [main] io.netty.channel.DefaultChannelId.<clinit>(80) | -Dio.netty.processId: 37947 (auto-detected)
2020-05-11 17:36:47 DEBUG [main] io.netty.util.NetUtil.<clinit>(137) | -Djava.net.preferIPv4Stack: false
2020-05-11 17:36:47 DEBUG [main] io.netty.util.NetUtil.<clinit>(138) | -Djava.net.preferIPv6Addresses: false
2020-05-11 17:36:47 DEBUG [main] io.netty.util.NetUtil.<clinit>(219) | Loopback interface: lo0 (lo0, 0:0:0:0:0:0:0:1%lo0)
2020-05-11 17:36:47 DEBUG [main] io.netty.util.NetUtil$1.run(270) | /proc/sys/net/core/somaxconn: 128 (non-existent)
2020-05-11 17:36:47 DEBUG [main] io.netty.channel.DefaultChannelId.<clinit>(102) | -Dio.netty.machineId: ac:de:48:ff:fe:00:11:22 (auto-detected)
2020-05-11 17:36:47 DEBUG [main] io.netty.util.internal.ThreadLocalRandom.newSeed(226) | -Dio.netty.initialSeedUniquifier: 0xa129c02365c3ef21
2020-05-12 10:40:48 DEBUG [main] io.netty.util.internal.logging.InternalLoggerFactory.newDefaultFactory(47) | Using Log4J as the default logging framework
2020-05-12 10:40:48 DEBUG [main] io.netty.channel.MultithreadEventLoopGroup.<clinit>(43) | -Dio.netty.eventLoopThreads: 24
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent.explicitNoUnsafe0(1069) | -Dio.netty.noUnsafe: false
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(90) | java.nio.Buffer.address: available
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(127) | sun.misc.Unsafe.theUnsafe: available
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(151) | sun.misc.Unsafe.copyMemory: available
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(198) | direct buffer constructor: available
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(239) | java.nio.Bits.unaligned: available, true
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(251) | java.nio.DirectByteBuffer.<init>(long, int): available
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.Cleaner0.<clinit>(67) | java.nio.ByteBuffer.cleaner(): available
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent.javaVersion0(1028) | Java version: 8
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent.hasUnsafe0(1104) | sun.misc.Unsafe: available
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent.hasJavassist0(1181) | -Dio.netty.noJavassist: false
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent.hasJavassist0(1190) | Javassist: available
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent.tmpdir0(1213) | -Dio.netty.tmpdir: /var/folders/mf/lggfsy911ml7n85wk8267xsc0000gn/T (java.io.tmpdir)
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent.bitMode0(1292) | -Dio.netty.bitMode: 64 (sun.arch.data.model)
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent.<clinit>(117) | -Dio.netty.noPreferDirect: false
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent.<clinit>(153) | io.netty.maxDirectMemory: 3817865216 bytes
2020-05-12 10:40:49 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(110) | -Dio.netty.noKeySetOptimization: false
2020-05-12 10:40:49 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(111) | -Dio.netty.selectorAutoRebuildThreshold: 512
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.PlatformDependent$Mpsc.<clinit>(819) | org.jctools-core.MpscChunkedArrayQueue: available
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.JavassistTypeParameterMatcherGenerator.generate(82) | Generated: io.netty.util.internal.__matchers__.io.netty.buffer.ByteBufMatcher
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.JavassistTypeParameterMatcherGenerator.generate(82) | Generated: io.netty.util.internal.__matchers__.java.lang.CharSequenceMatcher
2020-05-12 10:40:49 DEBUG [main] io.netty.channel.DefaultChannelId.<clinit>(80) | -Dio.netty.processId: 42871 (auto-detected)
2020-05-12 10:40:49 DEBUG [main] io.netty.util.NetUtil.<clinit>(137) | -Djava.net.preferIPv4Stack: false
2020-05-12 10:40:49 DEBUG [main] io.netty.util.NetUtil.<clinit>(138) | -Djava.net.preferIPv6Addresses: false
2020-05-12 10:40:49 DEBUG [main] io.netty.util.NetUtil.<clinit>(219) | Loopback interface: lo0 (lo0, 0:0:0:0:0:0:0:1%lo0)
2020-05-12 10:40:49 DEBUG [main] io.netty.util.NetUtil$1.run(270) | /proc/sys/net/core/somaxconn: 128 (non-existent)
2020-05-12 10:40:49 DEBUG [main] io.netty.channel.DefaultChannelId.<clinit>(102) | -Dio.netty.machineId: ac:de:48:ff:fe:00:11:22 (auto-detected)
2020-05-12 10:40:49 DEBUG [main] io.netty.util.internal.ThreadLocalRandom.newSeed(226) | -Dio.netty.initialSeedUniquifier: 0x3ade99e41188e283
2020-05-12 10:41:00 DEBUG [main] io.netty.util.ResourceLeakDetector.<clinit>(116) | -Dio.netty.leakDetection.level: simple
2020-05-12 10:41:00 DEBUG [main] io.netty.util.ResourceLeakDetector.<clinit>(117) | -Dio.netty.leakDetection.maxRecords: 4
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(112) | -Dio.netty.allocator.numHeapArenas: 24
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(113) | -Dio.netty.allocator.numDirectArenas: 24
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(115) | -Dio.netty.allocator.pageSize: 8192
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(120) | -Dio.netty.allocator.maxOrder: 11
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(124) | -Dio.netty.allocator.chunkSize: 16777216
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(125) | -Dio.netty.allocator.tinyCacheSize: 512
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(126) | -Dio.netty.allocator.smallCacheSize: 256
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(127) | -Dio.netty.allocator.normalCacheSize: 64
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(128) | -Dio.netty.allocator.maxCachedBufferCapacity: 32768
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(129) | -Dio.netty.allocator.cacheTrimInterval: 8192
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(130) | -Dio.netty.allocator.useCacheForAllThreads: true
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.ByteBufUtil.<clinit>(80) | -Dio.netty.allocator.type: pooled
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.ByteBufUtil.<clinit>(89) | -Dio.netty.threadLocalDirectBufferSize: 65536
2020-05-12 10:41:00 DEBUG [main] io.netty.buffer.ByteBufUtil.<clinit>(92) | -Dio.netty.maxThreadLocalCharBufferSize: 16384
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.logging.InternalLoggerFactory.newDefaultFactory(47) | Using Log4J as the default logging framework
2020-05-12 10:45:57 DEBUG [main] io.netty.channel.MultithreadEventLoopGroup.<clinit>(43) | -Dio.netty.eventLoopThreads: 24
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent.explicitNoUnsafe0(1069) | -Dio.netty.noUnsafe: false
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(90) | java.nio.Buffer.address: available
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(127) | sun.misc.Unsafe.theUnsafe: available
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(151) | sun.misc.Unsafe.copyMemory: available
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(198) | direct buffer constructor: available
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(239) | java.nio.Bits.unaligned: available, true
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(251) | java.nio.DirectByteBuffer.<init>(long, int): available
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.Cleaner0.<clinit>(67) | java.nio.ByteBuffer.cleaner(): available
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent.javaVersion0(1028) | Java version: 8
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent.hasUnsafe0(1104) | sun.misc.Unsafe: available
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent.hasJavassist0(1181) | -Dio.netty.noJavassist: false
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent.hasJavassist0(1190) | Javassist: available
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent.tmpdir0(1213) | -Dio.netty.tmpdir: /var/folders/mf/lggfsy911ml7n85wk8267xsc0000gn/T (java.io.tmpdir)
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent.bitMode0(1292) | -Dio.netty.bitMode: 64 (sun.arch.data.model)
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent.<clinit>(117) | -Dio.netty.noPreferDirect: false
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent.<clinit>(153) | io.netty.maxDirectMemory: 3817865216 bytes
2020-05-12 10:45:57 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(110) | -Dio.netty.noKeySetOptimization: false
2020-05-12 10:45:57 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(111) | -Dio.netty.selectorAutoRebuildThreshold: 512
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.PlatformDependent$Mpsc.<clinit>(819) | org.jctools-core.MpscChunkedArrayQueue: available
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.JavassistTypeParameterMatcherGenerator.generate(82) | Generated: io.netty.util.internal.__matchers__.io.netty.buffer.ByteBufMatcher
2020-05-12 10:45:57 DEBUG [main] io.netty.util.internal.JavassistTypeParameterMatcherGenerator.generate(82) | Generated: io.netty.util.internal.__matchers__.java.lang.CharSequenceMatcher
2020-05-12 10:46:02 DEBUG [main] io.netty.channel.DefaultChannelId.<clinit>(80) | -Dio.netty.processId: 42906 (auto-detected)
2020-05-12 10:46:02 DEBUG [main] io.netty.util.NetUtil.<clinit>(137) | -Djava.net.preferIPv4Stack: false
2020-05-12 10:46:02 DEBUG [main] io.netty.util.NetUtil.<clinit>(138) | -Djava.net.preferIPv6Addresses: false
2020-05-12 10:46:02 DEBUG [main] io.netty.util.NetUtil.<clinit>(219) | Loopback interface: lo0 (lo0, 0:0:0:0:0:0:0:1%lo0)
2020-05-12 10:46:02 DEBUG [main] io.netty.util.NetUtil$1.run(270) | /proc/sys/net/core/somaxconn: 128 (non-existent)
2020-05-12 10:46:02 DEBUG [main] io.netty.channel.DefaultChannelId.<clinit>(102) | -Dio.netty.machineId: ac:de:48:ff:fe:00:11:22 (auto-detected)
2020-05-12 10:46:02 DEBUG [main] io.netty.util.internal.ThreadLocalRandom.newSeed(226) | -Dio.netty.initialSeedUniquifier: 0x4417226173b175e4
2020-05-12 10:46:14 DEBUG [main] io.netty.util.ResourceLeakDetector.<clinit>(116) | -Dio.netty.leakDetection.level: simple
2020-05-12 10:46:14 DEBUG [main] io.netty.util.ResourceLeakDetector.<clinit>(117) | -Dio.netty.leakDetection.maxRecords: 4
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(112) | -Dio.netty.allocator.numHeapArenas: 24
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(113) | -Dio.netty.allocator.numDirectArenas: 24
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(115) | -Dio.netty.allocator.pageSize: 8192
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(120) | -Dio.netty.allocator.maxOrder: 11
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(124) | -Dio.netty.allocator.chunkSize: 16777216
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(125) | -Dio.netty.allocator.tinyCacheSize: 512
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(126) | -Dio.netty.allocator.smallCacheSize: 256
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(127) | -Dio.netty.allocator.normalCacheSize: 64
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(128) | -Dio.netty.allocator.maxCachedBufferCapacity: 32768
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(129) | -Dio.netty.allocator.cacheTrimInterval: 8192
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(130) | -Dio.netty.allocator.useCacheForAllThreads: true
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.ByteBufUtil.<clinit>(80) | -Dio.netty.allocator.type: pooled
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.ByteBufUtil.<clinit>(89) | -Dio.netty.threadLocalDirectBufferSize: 65536
2020-05-12 10:46:14 DEBUG [main] io.netty.buffer.ByteBufUtil.<clinit>(92) | -Dio.netty.maxThreadLocalCharBufferSize: 16384
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.logging.InternalLoggerFactory.newDefaultFactory(47) | Using Log4J as the default logging framework
2020-05-13 16:32:37 DEBUG [main] io.netty.channel.MultithreadEventLoopGroup.<clinit>(43) | -Dio.netty.eventLoopThreads: 24
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent.explicitNoUnsafe0(1069) | -Dio.netty.noUnsafe: false
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(90) | java.nio.Buffer.address: available
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(127) | sun.misc.Unsafe.theUnsafe: available
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(151) | sun.misc.Unsafe.copyMemory: available
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(198) | direct buffer constructor: available
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(239) | java.nio.Bits.unaligned: available, true
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(251) | java.nio.DirectByteBuffer.<init>(long, int): available
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.Cleaner0.<clinit>(67) | java.nio.ByteBuffer.cleaner(): available
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent.javaVersion0(1028) | Java version: 8
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent.hasUnsafe0(1104) | sun.misc.Unsafe: available
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent.hasJavassist0(1181) | -Dio.netty.noJavassist: false
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent.hasJavassist0(1190) | Javassist: available
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent.tmpdir0(1213) | -Dio.netty.tmpdir: /var/folders/mf/lggfsy911ml7n85wk8267xsc0000gn/T (java.io.tmpdir)
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent.bitMode0(1292) | -Dio.netty.bitMode: 64 (sun.arch.data.model)
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent.<clinit>(117) | -Dio.netty.noPreferDirect: false
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent.<clinit>(153) | io.netty.maxDirectMemory: 3817865216 bytes
2020-05-13 16:32:37 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(110) | -Dio.netty.noKeySetOptimization: false
2020-05-13 16:32:37 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(111) | -Dio.netty.selectorAutoRebuildThreshold: 512
2020-05-13 16:32:37 DEBUG [main] io.netty.util.internal.PlatformDependent$Mpsc.<clinit>(819) | org.jctools-core.MpscChunkedArrayQueue: available
2020-05-13 16:32:38 DEBUG [main] io.netty.util.internal.JavassistTypeParameterMatcherGenerator.generate(82) | Generated: io.netty.util.internal.__matchers__.io.netty.buffer.ByteBufMatcher
2020-05-13 16:32:38 DEBUG [main] io.netty.util.internal.JavassistTypeParameterMatcherGenerator.generate(82) | Generated: io.netty.util.internal.__matchers__.java.lang.CharSequenceMatcher
2020-05-13 16:32:38 DEBUG [main] io.netty.channel.DefaultChannelId.<clinit>(80) | -Dio.netty.processId: 53060 (auto-detected)
2020-05-13 16:32:38 DEBUG [main] io.netty.util.NetUtil.<clinit>(137) | -Djava.net.preferIPv4Stack: false
2020-05-13 16:32:38 DEBUG [main] io.netty.util.NetUtil.<clinit>(138) | -Djava.net.preferIPv6Addresses: false
2020-05-13 16:32:38 DEBUG [main] io.netty.util.NetUtil.<clinit>(219) | Loopback interface: lo0 (lo0, 0:0:0:0:0:0:0:1%lo0)
2020-05-13 16:32:38 DEBUG [main] io.netty.util.NetUtil$1.run(270) | /proc/sys/net/core/somaxconn: 128 (non-existent)
2020-05-13 16:32:38 DEBUG [main] io.netty.channel.DefaultChannelId.<clinit>(102) | -Dio.netty.machineId: ac:de:48:ff:fe:00:11:22 (auto-detected)
2020-05-13 16:32:38 DEBUG [main] io.netty.util.internal.ThreadLocalRandom.newSeed(226) | -Dio.netty.initialSeedUniquifier: 0x522d34cd67a32b62
2020-05-13 16:32:38 DEBUG [main] io.netty.util.ResourceLeakDetector.<clinit>(116) | -Dio.netty.leakDetection.level: simple
2020-05-13 16:32:38 DEBUG [main] io.netty.util.ResourceLeakDetector.<clinit>(117) | -Dio.netty.leakDetection.maxRecords: 4
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(112) | -Dio.netty.allocator.numHeapArenas: 24
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(113) | -Dio.netty.allocator.numDirectArenas: 24
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(115) | -Dio.netty.allocator.pageSize: 8192
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(120) | -Dio.netty.allocator.maxOrder: 11
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(124) | -Dio.netty.allocator.chunkSize: 16777216
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(125) | -Dio.netty.allocator.tinyCacheSize: 512
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(126) | -Dio.netty.allocator.smallCacheSize: 256
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(127) | -Dio.netty.allocator.normalCacheSize: 64
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(128) | -Dio.netty.allocator.maxCachedBufferCapacity: 32768
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(129) | -Dio.netty.allocator.cacheTrimInterval: 8192
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.PooledByteBufAllocator.<clinit>(130) | -Dio.netty.allocator.useCacheForAllThreads: true
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.ByteBufUtil.<clinit>(80) | -Dio.netty.allocator.type: pooled
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.ByteBufUtil.<clinit>(89) | -Dio.netty.threadLocalDirectBufferSize: 65536
2020-05-13 16:32:38 DEBUG [main] io.netty.buffer.ByteBufUtil.<clinit>(92) | -Dio.netty.maxThreadLocalCharBufferSize: 16384
2020-05-13 16:32:38 INFO [nioEventLoopGroup-2-1] io.netty.util.internal.logging.AbstractInternalLogger.log(150) | [id: 0x56073348] REGISTERED
2020-05-13 16:32:38 INFO [nioEventLoopGroup-2-1] io.netty.util.internal.logging.AbstractInternalLogger.log(150) | [id: 0x56073348] BIND: 0.0.0.0/0.0.0.0:8007
2020-05-13 16:32:38 INFO [nioEventLoopGroup-2-1] io.netty.util.internal.logging.AbstractInternalLogger.log(150) | [id: 0x56073348, L:/0:0:0:0:0:0:0:0:8007] ACTIVE
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.logging.InternalLoggerFactory.newDefaultFactory(47) | Using Log4J as the default logging framework
2020-05-13 16:41:53 DEBUG [main] io.netty.channel.MultithreadEventLoopGroup.<clinit>(43) | -Dio.netty.eventLoopThreads: 24
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent.explicitNoUnsafe0(1069) | -Dio.netty.noUnsafe: false
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(90) | java.nio.Buffer.address: available
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(127) | sun.misc.Unsafe.theUnsafe: available
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(151) | sun.misc.Unsafe.copyMemory: available
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(198) | direct buffer constructor: available
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(239) | java.nio.Bits.unaligned: available, true
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent0.<clinit>(251) | java.nio.DirectByteBuffer.<init>(long, int): available
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.Cleaner0.<clinit>(67) | java.nio.ByteBuffer.cleaner(): available
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent.javaVersion0(1028) | Java version: 8
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent.hasUnsafe0(1104) | sun.misc.Unsafe: available
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent.hasJavassist0(1181) | -Dio.netty.noJavassist: false
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent.hasJavassist0(1190) | Javassist: available
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent.tmpdir0(1213) | -Dio.netty.tmpdir: /var/folders/mf/lggfsy911ml7n85wk8267xsc0000gn/T (java.io.tmpdir)
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent.bitMode0(1292) | -Dio.netty.bitMode: 64 (sun.arch.data.model)
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent.<clinit>(117) | -Dio.netty.noPreferDirect: false
2020-05-13 16:41:53 DEBUG [main] io.netty.util.internal.PlatformDependent.<clinit>(153) | io.netty.maxDirectMemory: 3817865216 bytes
2020-05-13 16:41:53 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(110) | -Dio.netty.noKeySetOptimization: false
2020-05-13 16:41:53 DEBUG [main] io.netty.channel.nio.NioEventLoop.<clinit>(111) | -Dio.netty.selectorAutoRebuildThreshold: 512
